Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Business Insider,"Digital news platform featuring reporting on business, technology, finance, careers, and global affairs. Useful for tracking companies, industries, labor markets, and emerging business trends.",https://library.yale.edu/eresources/access/access-business-insider,Requires users to register for an account with a Yale email address.,Business & Economics; Social Sciences; News & Media,Data Platform,External platform,
Business of Fashion Professional,"Industry intelligence platform covering global fashion markets, companies, retail strategy, and consumer trends. Supports research on fashion business, luxury markets, and brand strategy.",https://library.yale.edu/eresources/access/access-business-fashion?_ga=2.228768796.1813429910.1685970342-141142974.1682704224,Requires users to register for an account with a Yale email address. The campus subscription does not include access to BoF Insights reports.,Business & Economics,Data Platform,External platform,
Business Source Ultimate,"Comprehensive business database providing scholarly journals, trade publications, industry reports, SWOT analyses, case studies, and company profiles. Supports research across business disciplines.",https://yale.idm.oclc.org/login?URL=https://research-ebsco-com.yale.idm.oclc.org/c/bygvhg/topics,,Business & Economics,Dataset,External platform,EBSCO
Caixin Global,"English-language news source covering Chinese business, finance, economics, politics, and public policy. Useful for research on China's economy, markets, and regulatory environment.",https://web.library.yale.edu/access-caixin-global,Requires users to register for an individual account with a Yale email address for access.,Energy & Environment; Business & Economics; Government & Public Policy,Data Platform,External platform,
Calcbench,"Financial statement database built from SEC XBRL filings of public companies. Supports accounting, auditing, financial analysis, and corporate reporting research.",https://web.library.yale.edu/access-calcbench,Requires users to register for an individual account with a Yale email address for access.,Business & Economics,Data Platform,External platform,
Capital IQ,"Financial intelligence platform providing company financials, transactions, ownership data, market information, and professional profiles worldwide. Widely used for business, investment, and economic research.","https://library.yale.edu/eresources/access/access-capital-iq, https://guides.library.yale.edu/capiq",Requires registering an individual account with a Yale email address. Individuals who do not want to create an individual account can use S&P NetAdvantage for similar functionality.,Business & Economics,Data Platform,External platform,S&P
Carbon Pulse,"News and intelligence platform covering carbon markets, emissions trading, greenhouse gas pricing, climate policy, and sustainability initiatives. Supports environmental economics and climate governance research.",https://library.yale.edu/eresources/access/access-carbon-pulse,Requires users to register for an individual account with a Yale email address for access.,Energy & Environment; Business & Economics; Government & Public Policy,Data Platform,External platform,
CB Insights,"Database tracking startups, investors, venture capital activity, funding rounds, acquisitions, and emerging industries. Useful for entrepreneurship, innovation, and technology market research.",https://library.yale.edu/eresources/access/access-cb-insights,Requires users to register for an account using a Yale email address. Note: Expert Intelligence reports are not available with academic or university accounts.,Business & Economics; Technology & Innovation,Data Platform,External platform,
CDP Climate Data,"Company-reported environmental and climate disclosure data covering emissions, sustainability practices, and supply-chain activity. Supports ESG, climate risk, and corporate sustainability research.",https://library.yale.edu/eresources/access/access-carbon-disclosure-project-public-climate-change-data?_ga=2.105318723.1326972826.1556550690-1266232307.1547737145,,Energy & Environment; Business & Economics,Data Platform,External platform,
CEIC Data,"Global economic and financial database containing macroeconomic, sector, regional, and alternative data from official and commercial sources. Supports comparative economic and policy research.",https://library.yale.edu/eresources/access/access-ceic-data,,Business & Economics; Government & Public Policy,Data Platform,External platform,
Centralbanking.com,"Information resource focused on central banking, monetary policy, financial stability, banking regulation, and financial technologies. Useful for research on economic policy and financial systems.",https://yale.idm.oclc.org/login?URL=https://www.centralbanking.com/,,Business & Economics; Government & Public Policy,Data Platform,External platform,
Conference Board,"Source for economic indicators, business research, and management intelligence. Supports research on economic conditions, consumer confidence, workforce trends, and organizational performance.",https://library.yale.edu/eresources/access/access-conference-board,Off-campus users must be logged in to Yale’s VPN OR must create an account with their @yale.edu email address.,Business & Economics; Social Sciences,Data Platform,External platform,
Cotality/CoreLogic,"Property, mortgage, deed, tax, and real estate market database covering U.S. housing markets. Supports research in housing, urban economics, finance, and real estate.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUMVJTT1BXNDdHVVAyREk5N09BWVdCVFE5RiQlQCN0PWcu&route=shorturl,,Business & Economics; GIS & Spatial Data,Dataset,Hosted by Yale Library,
Crunchbase,"Database of private and public companies, investors, funding rounds, acquisitions, and startup activity. Supports research on entrepreneurship, innovation ecosystems, and venture capital.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUQTVRTE40N1kwVk5FTzJTNjJOVzRPWU5IUCQlQCN0PWcu&route=shorturl,,Business & Economics; Technology & Innovation,Data Platform,Hosted by Yale Library,
Data Axle,"Business directory containing current and historical information on millions of U.S. and Canadian companies. Useful for business demographics, market analysis, and geographic research.",https://library.yale.edu/eresources/access/access-data-axle-reference-solutions,,Business & Economics; Social Sciences; GIS & Spatial Data,Data Platform,External platform,
Data Explr,"Historical database of U.S. private companies with information on sales, employment, industry classification, location, and ownership. Supports longitudinal business and economic research.",http://hdl.handle.net/10079/yuldb/yuldb2852,Data for 1981 and 1984 are not available. An individual Data Exlpr account is required to access this data.,Business & Economics; GIS & Spatial Data; Humanities & History,Dataset,External platform,
Datacenter Knowledgebase (451 Research),"Global database of data center facilities, infrastructure, capacity, utilization, and market activity. Useful for research on cloud computing, digital infrastructure, and technology markets.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUQTFTSEtMRk84SVJTSUVBT0RDSzZSWkQ0WSQlQCN0PWcu&route=shorturl,,Business & Economics; Technology & Innovation,Dataset,Hosted by Yale Library,
Datastream,"Historical financial database containing securities prices, economic indicators, commodities, bonds, and market data. Supports quantitative finance, investment analysis, and economic research.",https://guides.library.yale.edu/Workspace/Datastream,,Business & Economics; Humanities & History,Dataset,Hosted by Yale Library,LSEG
Dewey Data,"Platform providing access to licensed third-party research datasets across healthcare, workforce, consumer behavior, transportation, and other domains. Useful for discovering specialized datasets.",https://www.deweydata.io/,,Health & Medicine; Social Sciences,Data Platform,External platform,
eCommerceDB,"Global e-commerce database covering online retailers, revenue, market development, competitors, traffic, and digital commerce indicators. Supports retail, consumer behavior, and digital economy research.",https://library.yale.edu/eresources/access/access-ecommercedb,Also accessible via Statista.,Business & Economics; Technology & Innovation,Dataset,External platform,
EconLit,"Comprehensive index of economics literature including journal articles, books, working papers, dissertations, conference proceedings, and reviews. Supports scholarly research in economics and related fields.",https://yale.idm.oclc.org/login?URL=http://search.proquest.com/econlit?accountid=15172,,Business & Economics; Humanities & History,Data Platform,External platform,ProQuest
EIU Viewpoint,"Political and economic intelligence platform providing country analysis, forecasts, policy insights, and risk assessments. Useful for international business, public policy, and global market research.",https://viewpoint-eiu-com.yale.idm.oclc.org/,,Business & Economics; Government & Public Policy,Data Platform,External platform,
eMarketer,"Market data and analysis platform focused on digital advertising, social media, e-commerce, retail, and consumer technology. Supports research on digital markets and media trends.",http://hdl.handle.net/10079/yuldb/yuldb1980,,Business & Economics; Social Sciences; News & Media,Data Platform,External platform,
EMIS,"Market intelligence platform providing company, industry, country, and news data for emerging and established markets. Supports global business, market, and economic research.",https://library.yale.edu/eresources/access/access-emis,"If you are prompted to login, select the Guest Access option.",Business & Economics; News & Media,Data Platform,External platform,
Esri Business Analyst,"Web-based GIS and market analysis platform with demographic, consumer, employment, and location data. Supports spatial analysis, site selection, and market research.",https://guides.library.yale.edu/onlinemapping/BA,"Requires an individual account. For more information and to request an account, visit: Online Mapping Resources: Esri Business Analyst Web Apps.",Business & Economics; Social Sciences; GIS & Spatial Data,Data Platform,External platform,Esri
Factiva,"Global news database with current and archival coverage from newspapers, magazines, newswires, and business sources. Supports news, company, industry, and policy research.",https://yale.idm.oclc.org/login?URL=http://hdl.handle.net/10079/yuldb/yuldb493,"Per our license agreement, Factiva may not be used for text mining projects.",Business & Economics; Government & Public Policy; News & Media,Data Platform,External platform,EBSCO
FactSet,"Financial data and analytics platform covering global companies, markets, securities, estimates, and economic data. Supports investment research, financial modeling, and market analysis.",http://guides.library.yale.edu/factset,Access to FactSet is made possible by Yale School of Management. FactSet Workstation is available for Faculty & PhD Students.,Business & Economics,Data Platform,Workstation access,FactSet
Finaeon,"Historical financial and economic time-series database covering countries, markets, exchange rates, interest rates, commodities, inflation, and securities. Supports long-run financial and economic research.",http://web.library.yale.edu/access-global-financial-data,,Business & Economics; Humanities & History,Dataset,External platform,United Nations
Financial Times,"Digital news source covering global business, finance, economics, politics, and markets. Useful for current awareness and research on international business and economic issues.",https://yale.idm.oclc.org/login?URL=https://library.yale.edu/eresources/access/access-financial-times,,Business & Economics; Government & Public Policy; News & Media,Data Platform,External platform,
Foundation Directory Online Professional,"Database of U.S. foundations, grantmakers, corporate giving programs, public charities, grants, and IRS filings. Supports philanthropy, nonprofit, and funding research.",https://yale.idm.oclc.org/login?URL=http://hdl.handle.net/10079/yuldb/yuldb515,,Social Sciences,Data Platform,External platform,
Frost and Sullivan,"Market research platform covering technology, healthcare, transportation, defense, chemicals, electronics, communications, and other industries. Useful for industry analysis and market forecasting.",https://member.frost.com/login,,Health & Medicine; Business & Economics; Technology & Innovation,Data Platform,External platform,
Gale Business Insights,"Business information platform providing company profiles, SWOT analyses, industry coverage, market share data, histories, chronologies, and articles. Supports company and industry research.",https://yale.idm.oclc.org/login?URL=http://infotrac.galegroup.com/itweb/29002?db=BIG,,Business & Economics,Data Platform,External platform,Gale
Gallup Analytics,"Polling and survey data platform covering U.S. and global public opinion. Supports research on attitudes, behavior, social trends, and cross-national comparisons.",https://yale.idm.oclc.org/login?URL=https://library.yale.edu/eresources/access/access-gallup-analytics,,Social Sciences,Data Platform,External platform,
Gartner,"Information technology research platform providing reports, analysis, and trends on IT markets, vendors, and strategy. Supports technology management and digital transformation research.",http://business.yale.edu/gartner/go,,Business & Economics; Technology & Innovation,Data Platform,External platform,
Global Development Finance,"World Bank dataset on financial flows, external debt, and financial indicators for developing countries. Supports research on development finance and international economic conditions.",http://data.worldbank.org/data-catalog/global-financial-development,,Business & Economics,Dataset,Open access,World Bank
GlobalData Medical and Pharmaceutical Intelligence Centers,"Market research platform covering medical device and pharmaceutical industries. Supports research on healthcare markets, drug development, competitive intelligence, and industry trends.",https://library.yale.edu/eresources/access/access-globaldata,,Health & Medicine; Business & Economics,Data Platform,External platform,
GoinGlobal,"Career and employment information platform with country guides, job search resources, visa information, salary data, and workplace advice. Supports global career and labor market research.",https://yale.idm.oclc.org/login?url=http://online.goinglobal.com/default.aspx,,Business & Economics; Social Sciences,Data Platform,External platform,
GuideStar Pro,"Nonprofit organization database with information on programs, finances, leadership, and IRS filings. Useful for nonprofit, philanthropy, civic sector, and organizational research.",https://library.yale.edu/eresources/access/access-guidestar,"For assistance with downloading lists with more than 1000 results, please contact business.reference@yale.edu.",Business & Economics; Social Sciences,Data Platform,External platform,
Handbooks in Economics,"Full-text collection of scholarly handbooks in economics, finance, econometrics, and related fields. Supports literature review and advanced disciplinary research.",https://www.sciencedirect.com/browse/journals-and-books?subject=economics-econometrics-and-finance,,Business & Economics; Humanities & History,Data Platform,External platform,Elsevier
Harvard Business Publishing eBooks Collection,"Ebook collection covering management, leadership, entrepreneurship, strategy, human resources, and related business topics. Useful for teaching, professional development, and business research.","https://yale.idm.oclc.org/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s5164239&groupid=main&profile=ehost&defaultdb=e076mww",,Business & Economics,Data Platform,External platform,EBSCO
IBISWorld,"Industry research platform with reports on market size, trends, performance, risks, major companies, and forecasts. Supports industry analysis, business planning, and market research.",https://library.yale.edu/eresources/access/access-ibisworld,"Due to licensing restrictions with IBISWorld, users are limited to fewer than 50 downloads per session. Exceeding this limit may result in a university-wide loss of access to this resource.",Business & Economics,Data Platform,External platform,
IEA Statistics Package,"Energy statistics resource from the International Energy Agency. Supports research on energy production, consumption, trade, prices, and energy policy across countries.",https://guides.library.yale.edu/iea,,Energy & Environment; Government & Public Policy,Dataset,External platform,
ImpactAlpha,"News and analysis source covering impact investing, sustainable finance, social enterprise, and market-based approaches to social change. Supports ESG and social impact research.",https://library.yale.edu/eresources/access/access-impactalpha,Requires users to register for an individual account with a Yale email address.,Energy & Environment; Business & Economics; Social Sciences,Data Platform,External platform,
Indiastat,"Statistical database providing India-specific socioeconomic, industry, demographic, and government data. Supports regional, policy, development, and market research on India.",https://library.yale.edu/eresources/access/access-indiastat,,Business & Economics; Government & Public Policy; Social Sciences,Dataset,External platform,
Inside Philanthropy,"News and information platform covering foundations, major donors, grantmaking, philanthropy jobs, and funding opportunities. Supports research on philanthropy and nonprofit funding.",https://library.yale.edu/eresources/access/access-inside-philanthropy,Requires users to register for an individual account.,Social Sciences; News & Media,Data Platform,External platform,
International Financial Statistics - IMF,"IMF statistical database covering international and domestic finance, monetary indicators, exchange rates, prices, production, and national accounts. Supports macroeconomic and international finance research.",http://data.imf.org/IFS,,Business & Economics; Government & Public Policy,Dataset,Open access,IMF
JSTOR,"Digital archive of scholarly journals, books, and primary sources across many disciplines. Supports literature reviews and historical research in business and related fields.",http://hdl.handle.net/10079/yuldb/yuldb1517,,Business & Economics; Humanities & History,Data Platform,External platform,JSTOR
Kanopy,"Streaming video platform offering educational films and documentaries across a range of subject areas. Useful for teaching, course support, and media-based research.",https://search.library.yale.edu/catalog/12778063,,News & Media,Data Platform,External platform,
Leadership Connect,"Directory of leaders and organizations in business, government, and nonprofit sectors in the United States. Useful for contact research and organizational mapping.",https://library.yale.edu/eresources/access/access-leadership-connect,Requires users to sign in with an @Yale.edu email address. Users will be directed to the Yale CAS sign-in page. Note: The export function is not available with our subscription.,Business & Economics; Government & Public Policy; Social Sciences,Data Platform,External platform,
LSEG,"Financial markets platform providing company financials, filings, estimates, transactions, market data, and analyst research. Supports investment, corporate finance, and market research.",https://guides.library.yale.edu/Workspace/,Requires users to register for an individual account.,Business & Economics,Data Platform,External platform,LSEG
LSEG Tick History,"Historical intraday market data source with time-and-sales, quotes, and market-depth data for futures. Supports high-frequency finance and market microstructure research.",https://guides.library.yale.edu/LSEG_Tick_History,email to request access: business.reference@yale.edu,Business & Economics; Humanities & History,Data Platform,External platform,LSEG
Making of the Modern World,"Digital archive of economic and business literature published from 1450 through 1850. Supports historical research on commerce, political economy, and social thought.",http://hdl.handle.net/10079/yuldb/yuldb859,,Business & Economics; Government & Public Policy; Social Sciences,Data Platform,External platform,
"Market Research & American Business, 1935-1965","Digital archive of market research reports and consumer studies from mid-twentieth-century American business. Supports research on advertising, consumer culture, and business history.",https://yale.idm.oclc.org/login?URL=http://www.consumerculture.amdigital.co.uk/,,Business & Economics; News & Media; Humanities & History,Data Platform,External platform,
MarketResearch.com Academic,"Market research platform providing reports on consumer, demographic, lifestyle, industrial, and product markets. Supports industry analysis, market sizing, and consumer research.",https://yale.idm.oclc.org/login?url=https://www.marketresearch.com/academic/,,Business & Economics; Social Sciences,Data Platform,External platform,
Media Radar 360,"Advertising intelligence platform covering advertising expenditures across television, radio, magazines, newspapers, and other media. Supports media planning and advertising market research.",https://yale.idm.oclc.org/login?URL=https://yale.idm.oclc.org/login?url=https://edu.app.vivvix.com,,Business & Economics; News & Media,Dataset,External platform,
Mergent Archives,"Historical corporate document archive including corporate manuals, municipal manuals, and annual reports. Supports company history, financial history, and archival business research.",https://yale.idm.oclc.org/login?url=https://www.mergentarchives.com/search.php,,Business & Economics; Humanities & History,Data Platform,External platform,
Mergent Intellect,"Global business directory with public and private company data, executive contacts, and industry research from D&B Hoovers. Supports company and market research.",https://yale.idm.oclc.org/login?URL=https://yale.idm.oclc.org/login?URL=https://www.mergentintellect.com,,Business & Economics,Data Platform,External platform,
Mergent Municipal Bond Database,"Dataset of municipal bond attributes with historical coverage dating back several decades. Supports fixed income, public finance, and municipal market research.",http://search.library.yale.edu/catalog/14077868,,Business & Economics; Government & Public Policy; Humanities & History,Dataset,External platform,
Mintel GNPD,"Global product database tracking new consumer packaged goods across food, beverage, household, beauty, health, and pet sectors. Supports product innovation and market research.",https://library.yale.edu/eresources/access/access-mintel?_ga=2.202669273.931541240.1636380257-883986010.1630510795,Requires users to create a profile using your @yale.edu email address. Find step-by-step instructions for accessing Mintel GNPD in Yale Business Answers Now.,Health & Medicine; Business & Economics; Technology & Innovation,Data Platform,External platform,Mintel
Mintel Reports,"Consumer market research platform with reports on U.S. and global markets, consumer attitudes, segmentation, and purchasing behavior. Supports marketing and consumer research.",http://hdl.handle.net/10079/yuldb/yuldb902,,Business & Economics; News & Media,Data Platform,External platform,Mintel
Moody's CRE,"Commercial real estate database with property data, rent levels, vacancy rates, sales comparables, forecasts, and market trends. Supports real estate and urban economics research.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUNlVINUhVVUZNMTJFRFgyNjdQM0lCMklNTiQlQCN0PWcu&route=shorturl,Requires users to request an individual account with a Yale email address.,Business & Economics; GIS & Spatial Data,Dataset,External platform,Moody's
Moody's Default & Recovery Database,"Credit risk database covering ratings, defaults, and recovery data for global sovereign and corporate debt securities. Supports fixed income and credit risk research.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUNlVINUhVVUZNMTJFRFgyNjdQM0lCMklNTiQlQCN0PWcu&route=shorturl,Requires users to request an individual account with a Yale email address.,Business & Economics,Dataset,External platform,Moody's
Morningstar Direct,"Investment database and analytics platform covering funds, indexes, portfolios, ownership, and performance data worldwide. Supports investment analysis and asset management research.",https://guides.library.yale.edu/MorningstarDirect,Available at Marx Library on a dedicated workstation.,Business & Economics,Dataset,Workstation access,
New York Times,"Digital news source providing current and archival reporting on politics, business, culture, science, and global affairs. Supports current awareness and news research.",https://library.yale.edu/eresources/access/access-nytcom,,Business & Economics; Government & Public Policy; News & Media,Data Platform,External platform,
Nexis Uni,"Full-text news, business, legal, and company information database. Supports research using newspapers, magazines, transcripts, legal sources, and company profiles.",http://hdl.handle.net/10079/yuldb/yuldb2398,,Business & Economics; News & Media,Data Platform,External platform,
OECD iLibrary,"OECD platform providing books, reports, journals, and statistical data on economics, policy, development, education, environment, and society. Supports comparative policy research.",http://hdl.handle.net/10079/yuldb/yuldb975,,Energy & Environment; Business & Economics; Government & Public Policy,Data Platform,External platform,OECD
Orbis,"Global company database covering public and private firms, ownership structures, financials, and corporate relationships. Valuable for international business and organizational research.",https://yale.idm.oclc.org/login?url=https://orbis.bvdinfo.com/ip,Point in-time historical data available by request,Business & Economics,Data Platform,External platform,Moody's
Orbis Historical,"Historical company dataset from Orbis providing point-in-time information for longitudinal business research. Supports analysis of firm characteristics, ownership, and financial data over time.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUQ0lDR1NIMkwxUVRPUVNIWTZMV1FCVzc2QSQlQCN0PWcu,,Business & Economics; Humanities & History,Dataset,Hosted by Yale Library,Moody's
Orbis Intellectual Property,"Patent and company intelligence platform linking global patent data to corporate information. Supports research on innovation, intellectual property, technology strategy, and firms.",https://yale.idm.oclc.org/login?URL=https://orbisip-r1.bvdinfo.com/ip,,Business & Economics; GIS & Spatial Data; Technology & Innovation,Data Platform,External platform,Moody's
Panjiva,"Global trade database with import and export records, suppliers, buyers, products, and shipment trends. Supports supply chain, trade, and sourcing research.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUNUxHUEEyOEI4WDNRRVhJMzI3SVA1M01QQyQlQCN0PWcu&route=shorturl,Requires users to request an individual account with a Yale email address.,Business & Economics,Dataset,External platform,
Passport,"Market research platform from Euromonitor with consumer, industry, country, and market data. Supports international market analysis, consumer trends, and business research.",http://web.library.yale.edu/access-passport,,Business & Economics,Data Platform,External platform,Euromonitor
Pharmaprojects,"Pharmaceutical research and development database tracking drugs by company, disease, therapeutic class, and development phase. Supports drug pipeline and biomedical market research.",http://hdl.handle.net/10079/yuldb/yuldb2273,Requires users to register for an individual account.,Health & Medicine; Business & Economics; GIS & Spatial Data,Dataset,External platform,
Pitchbook,"Private capital database covering companies, investors, funds, deals, exits, and service providers. Supports venture capital, private equity, and entrepreneurship research.",https://library.yale.edu/eresources/access/access-pitchbook,"Requires users to sign in with an @Yale.edu email address. Users will be directed to the Yale CAS sign-in page. Do not click ""Log in without SSO"" even if you had an individual account previously. Commercial use is prohibited. Users are limited to 10 downloads per day and 25 downloads per month. (1 download = 1 row of data on an Excel file). Accounts will automatically be reset annually on May 31.",Business & Economics,Data Platform,External platform,
PolicyMap,"Interactive mapping platform combining demographic, housing, health, economic, and policy data from public and proprietary sources. Supports place-based research and spatial analysis.",https://www.policymap.com/newmaps/e/yale,,Health & Medicine; Business & Economics; Government & Public Policy,Data Platform,External platform,
Political Risk Yearbook,"Country risk publication providing political, financial, and economic risk assessments for international business and investment. Supports global strategy and policy research.",https://yale.idm.oclc.org/login?url=https://epub.prsgroup.com/customer/pry/,,Business & Economics; Government & Public Policy,Data Platform,External platform,
Politico Pro,"Policy intelligence platform covering legislative, regulatory, and political developments, including energy and environment news. Supports government, policy, and advocacy research.",http://hdl.handle.net/10079/yuldb/yuldb2498,,Energy & Environment; Government & Public Policy; GIS & Spatial Data,Data Platform,External platform,
Preqin,"Alternative assets database covering private equity, private debt, real estate, infrastructure, natural resources, and hedge funds. Supports private markets and investment research.",http://web.library.yale.edu/access-preqin,Private data from Preqin is available in WRDS.,Business & Economics; GIS & Spatial Data,Dataset,External platform,
PrivCo,"Business and financial database focused on major private companies, including venture-backed, family-owned, and private-equity-owned firms. Supports private company and market research.",https://yale.idm.oclc.org/login?URL=http://hdl.handle.net/10079/yuldb/yuldb1801,Requires users to sign up for an account using a Yale email address.,Business & Economics,Dataset,External platform,
ProQuest Dissertations & Theses Global,"Comprehensive database of dissertations and theses from universities worldwide. Supports literature reviews, graduate research, and discovery of emerging scholarship.",https://yale.idm.oclc.org/login?URL=https://search.proquest.com/pqdtglobal/index?accountid=15172,,Humanities & History,Dataset,External platform,ProQuest
Proquest Historical Annual Reports,"Digital archive of annual reports from major North American companies over more than a century. Supports corporate history, financial history, and business research.",http://hdl.handle.net/10079/yuldb/yuldb648,,Business & Economics; Humanities & History; Technology & Innovation,Data Platform,External platform,ProQuest
Proquest Statistical Abstract of the U.S.,"Statistical reference source summarizing U.S. demographic, economic, political, and social data. Supports quick access to national statistics and historical context.",https://yale.idm.oclc.org/login?url=https://statabs.proquest.com/sa,,Business & Economics; Government & Public Policy; Social Sciences,Dataset,External platform,ProQuest
Pyrra Discovery Platform,"Research platform for monitoring online narratives, emerging communities, and digital information environments. Supports analysis of public discourse, media ecosystems, and online activity.",https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUMjVEOEYzTUVPMFJYOTdSNlQwTk4zSFFBVyQlQCN0PWcu&route=shorturl,,Energy & Environment; News & Media; Technology & Innovation,Data Platform,External platform,
RKMA Market Research Handbook Series,"Downloadable market research handbooks covering consumer behavior, media, travel, retail, food, healthcare, sports, and related sectors. Supports industry and market analysis.",http://yale.idm.oclc.org/login?url=http://www.rkma.com/yale/archive/,,Health & Medicine; Business & Economics; News & Media,Data Platform,External platform,
Roper iPOLL,"Public opinion database of U.S. national survey questions and responses dating back to 1935. Supports polling, political behavior, and social trends research.",http://hdl.handle.net/10079/yuldb/yuldb2725,,Government & Public Policy; Social Sciences,Survey Data,External platform,
S&P Capital IQ Pro,"Financial intelligence platform providing company, industry, market, credit, energy, and real estate data. Supports investment, corporate finance, and industry research.",https://web.library.yale.edu/access-sp-capital-iq-pro?_ga=2.137089200.1253860179.1681413501-14721893.1681413501,Requires users to register for an individual account. Current Capital IQ account holders can access the platform directly using the S&P Capital IQ Pro link in the upper right corner of the Captial IQ page.,Energy & Environment; Business & Economics; GIS & Spatial Data,Data Platform,External platform,S&P
S&P NetAdvantage,"Business research platform with company profiles, financials, industry surveys, stock reports, and screening tools. Supports company, industry, and investment research.",https://yale.idm.oclc.org/login?url=http://na.capitaliq.com/ip/yale,,Business & Economics; Social Sciences,Data Platform,External platform,S&P
S&P RatingsDirect (Available through S&P Capital IQ),"Credit research platform providing S&P ratings, reports, and analysis for global bond issues. Supports fixed income, credit risk, and public finance research.",https://web.library.yale.edu/access-capital-iq,"To access, login to Capital IQ and select the Ratings Direct search option. Requires new users to register for an account.",Business & Economics; Government & Public Policy,Data Platform,External platform,S&P
Sage Business Cases,"Collection of business case studies from global publishers and universities. Supports classroom teaching and research in management, entrepreneurship, healthcare, and social enterprise.",https://sk.sagepub.com/cases,Sage Business Cases are licensed for all Yale affiliates and can be used for classroom teaching.,Health & Medicine; Business & Economics; Social Sciences,Data Platform,External platform,
